Business Unit,Account Description,Descr,Fiscal Year,Accounting Period,Sum of Amount
ELM01,GROSS OUTPATIENT REVENUE,NO FAULT,2020,9,-7106.56
ELM01,GROSS OUTPATIENT REVENUE,NO FAULT,2020,10,-1898.59
ELM01,GROSS OUTPATIENT REVENUE,NO FAULT,2020,11,3295.83
ELM01,GROSS OUTPATIENT REVENUE,NO FAULT,2020,12,1599.92
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,1,-2612478.17
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,2,-2540098.43
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,3,-2538908.76
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,4,-1856814.18
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,5,-329209.48
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,6,-252953.76
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,7,-149528.34
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,8,-91108.31
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,9,-18762.62
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,10,-30250.76
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,11,-18546.49
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,12,-52923.47
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,1,3228.91
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,2,10088.74
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,3,4796.29
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,4,359.08
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,5,-923.23
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,6,-14279.54
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,7,-2824.92
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,8,-2693.54
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,9,-8520.89
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,10,119.17
ELM01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,12,-2570.04
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,1,-13951633.06
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,2,-14081565.21
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,3,-12066194.54
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,4,-10143660.02
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,5,217468.82
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,6,662128.5
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,7,930381.4
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,8,365490.16
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,9,352612.95
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,10,199544.15
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,11,119987.19
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,12,82885.96
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,1,50741.45
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,2,-22401.04
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,3,-141295.24
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,4,-186224.05
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,5,-97009.1
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,6,-52243.6
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,7,-2393.47
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,8,-28384.49
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,9,9566.27
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,10,1174.71
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,11,-25236.35
ELM01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,12,6064.04
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,1,-30274.79
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,2,-124895.33
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,3,-179195.21
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,4,-193911.74
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,5,-53631.65
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,6,-41551.91
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,7,-35751.67
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,8,-44655.43
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,9,-24846.63
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,10,-67305.38
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,11,-2069.54
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,12,-11032.14
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,1,-15642.49
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,2,-2127.62
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,3,-13252.53
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,4,-2660.47
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,5,-5387.68
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,6,-7671.8
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,7,-748.4
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,8,119.73
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,9,-3073.97
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,10,-1107.91
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,11,-3295.83
ELM01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,12,-10172.44
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,4,-49750.06
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,5,-361805.54
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,6,-234412.08
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,7,-690725.14
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,8,-307799.15
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,9,-449034.65
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,10,456332.45
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,11,340392.45
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,1,91596.68
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,2,-6514.94
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,3,246946.09
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,4,-44124.71
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,5,-23603.8
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,6,0
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,8,16814.99
ELM01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,12,-66375.01
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,4,-3819477.3
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,5,-9079207.79
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,6,-10544194.3
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,7,-10993980.67
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,8,-8808580.66
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,9,-9916599.73
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,10,-9946006.91
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,11,-9509088.04
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2019,12,-2683232.35
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,1,-10434717.11
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,2,-8012033.37
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,3,-10531727.12
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,4,-10920158.44
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,5,-8855808.75
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,6,-8942849.28
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,7,-9746501.75
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,8,-10859099.69
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,9,-10144498.49
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,10,-13085983.53
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,11,-8928919.26
ELM01,I/P REVENUE - EPIC,HEALTHFIRST,2020,12,-9013079.97
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,4,-4375194.63
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,5,-13843812.46
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,6,-20176461.97
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,7,-19528313.51
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,8,-24446830.92
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,9,-20758037.55
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,10,-23789460.62
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,11,-20752848.6
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2019,12,-5432501.54
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,1,-24398547.84
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,2,-23349689.42
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,3,-23845255.32
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,4,-23631103.44
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,5,-19788239.53
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,6,-20890420.71
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,7,-23594964.54
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,8,-21418883.44
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,9,-18775398.54
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,10,-26947392.68
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,11,-26862486.19
ELM01,I/P REVENUE - EPIC,MEDICAID FFS,2020,12,-17623582.21
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,4,-8847.19
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,5,-45974.18
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,6,-8291.24
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,7,-29792.21
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,9,-7472.85
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,10,-160.29
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,11,7633.14
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,2,-47437.56
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,3,3512.24
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,4,-21156.81
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,5,-2736.44
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,6,-121295.43
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,7,-60168.24
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,8,1917.03
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,9,2425.84
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,10,-104125.66
ELM01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,11,-101915.57
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,4,-3900234.14
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,5,-11034173.57
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,6,-12824254.02
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,7,-13252803.37
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,8,-10311169.83
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,9,-11900219.2
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,10,-12634179.9
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,11,-11487640.38
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2019,12,-3786107.72
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,1,-12160457.75
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,2,-12189694.52
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,3,-9869772.51
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,4,-11420543.39
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,5,-10650509.92
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,6,-10148844.97
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,7,-10096283.4
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,8,-10854289.63
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,9,-12115755.53
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,10,-11668905.49
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,11,-6307754.69
ELM01,I/P REVENUE - EPIC,MEDICARE FFS,2020,12,-8790462.42
ELM01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,5,0
ELM01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,10,-103212.38
ELM01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,11,0
ELM01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,12,0
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,4,-3047082.24
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,5,-9179016.55
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,6,-9688649.32
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,7,-10606515.38
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,8,-7974878.1
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,9,-9861695.59
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,10,-8862457.87
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,11,-6846066.55
ELM01,I/P REVENUE - EPIC,METROPLUS,2019,12,-1861844.37
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,1,-8971462.47
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,2,-8755087.49
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,3,-9182002.94
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,4,-9284611.62
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,5,-8815808.05
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,6,-8895315.06
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,7,-9705760.06
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,8,-7043846.84
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,9,-7994507.44
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,10,-8131025.48
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,11,-6714226.11
ELM01,I/P REVENUE - EPIC,METROPLUS,2020,12,-7896298.83
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,4,-151479.51
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,5,-533676.21
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,6,-450137.78
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,7,-684906.11
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,8,-454598.62
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,9,-377307.01
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,10,-910937.22
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,11,-747222.54
ELM01,I/P REVENUE - EPIC,NO FAULT,2019,12,-111291.28
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,1,-121465.93
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,2,822101.75
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,3,-1788983.45
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,4,-358765.54
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,5,-420947.65
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,6,-398576.85
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,7,-444367.6
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,8,-310757.42
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,9,-103112.79
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,10,25321.52
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,11,118580.58
ELM01,I/P REVENUE - EPIC,NO FAULT,2020,12,-118393.65
ELM01,I/P REVENUE - EPIC,OTHER,2019,9,-3734.38
ELM01,I/P REVENUE - EPIC,OTHER,2019,10,-492974.08
ELM01,I/P REVENUE - EPIC,OTHER,2019,11,-824327.73
ELM01,I/P REVENUE - EPIC,OTHER,2019,12,-138283.92
ELM01,I/P REVENUE - EPIC,OTHER,2020,1,-375333.69
ELM01,I/P REVENUE - EPIC,OTHER,2020,2,-628032.73
ELM01,I/P REVENUE - EPIC,OTHER,2020,3,-342445.04
ELM01,I/P REVENUE - EPIC,OTHER,2020,4,599212.85
ELM01,I/P REVENUE - EPIC,OTHER,2020,5,-493251.32
ELM01,I/P REVENUE - EPIC,OTHER,2020,6,354.06
ELM01,I/P REVENUE - EPIC,OTHER,2020,7,63303.59
ELM01,I/P REVENUE - EPIC,OTHER,2020,8,-168081.57
ELM01,I/P REVENUE - EPIC,OTHER,2020,9,-57783.02
ELM01,I/P REVENUE - EPIC,OTHER,2020,10,-15513.18
ELM01,I/P REVENUE - EPIC,OTHER,2020,11,-55279.74
ELM01,I/P REVENUE - EPIC,OTHER,2020,12,-153624.06
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,4,-7170816.81
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,5,-20988895.3
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,6,-19363093.12
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,7,-21672688.52
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,8,-17934389.73
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,9,-22054643.23
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,10,-19649261.88
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,11,-18810347.04
ELM01,I/P REVENUE - EPIC,OTHER HMO,2019,12,-4359285.95
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,1,-17751457.73
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,2,-17821191.97
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,3,-19383105.49
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,4,-21285579.83
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,5,-19050671.76
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,6,-18877068.15
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,7,-22008488.95
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,8,-17649289.72
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,9,-17945759.13
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,10,-25546542.28
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,11,-16502111.94
ELM01,I/P REVENUE - EPIC,OTHER HMO,2020,12,-16676081.08
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,4,-4569219.95
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,5,-8869514.29
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,6,-3945466.04
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,7,-4189941.24
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,8,3655027.1
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,9,199110.82
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,10,-1517043.7
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,11,-3783669.32
ELM01,I/P REVENUE - EPIC,SELF PAY,2019,12,-1253295.59
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,1,-1332396.52
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,2,-1997602.75
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,3,2106166.52
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,4,-2189546.04
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,5,-3166617.58
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,6,-5454539.56
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,7,-2234018.39
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,8,-3544492.08
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,9,-8445806.5
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,10,-561241.53
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,11,11107576.85
ELM01,I/P REVENUE - EPIC,SELF PAY,2020,12,1151142.81
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,4,-183462.06
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,5,-468375.82
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,6,-660930.01
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,7,-275331.65
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,8,-681472.78
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,9,-550324.83
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,10,-146196.07
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,11,-905162.44
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,12,-273812.12
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,1,-487661.52
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,2,-661466.46
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,3,329389.88
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,4,-354330.21
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,5,-162001.61
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,6,-507821.24
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,7,-231967.26
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,8,323727.48
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,9,-330015.61
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,10,-215661.21
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,11,107165.01
ELM01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,12,-217479.91
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,4,-15804.29
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,5,-33020.79
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,6,-13181.84
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,7,-15150.52
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,8,-111213.04
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,9,-64891.92
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,10,54728.74
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,11,-808.37
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,12,2330.03
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,1,-3097
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,2,-2522.89
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,3,29051.69
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,4,-857.07
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,5,-34596.79
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,6,27205.01
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,7,-33332.32
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,8,33637.2
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,9,3378.49
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,10,2896.6
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,11,-2452.06
ELM01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,12,-2672.58
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,4,-2102785
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,5,-6190333.77
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,6,-6530421.19
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,7,-7376459.65
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,8,-6728821.46
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,9,-7575086.36
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,10,-7299239.58
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,11,-7641681.85
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2019,12,-1815210.28
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,1,-8048802.9
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,2,-7301001.24
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,3,-6870650.39
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,4,-8211564.94
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,5,-7027983.26
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,6,-7992173.52
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,7,-8616604.18
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,8,-7871173.88
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,9,-6396681.41
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,10,-2800294.78
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,11,-2741986.99
ELM01,O/P REVENUE - EPIC,HEALTHFIRST,2020,12,-4512969.26
ELM01,O/P REVENUE - EPIC,MEDICAID FFS,2019,4,-1301910.9
ELM01,O/P REVENUE - EPIC,MEDICAID FFS,2019,5,-3035973.36
ELM01,O/P REVENUE - EPIC,MEDICAID FFS,2019,6,-3060136.38
