IP or OP,Business Unit,Financial Class,Payor,Year,Year Quarter,Payment Amount
IP,Elmhurst,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2020,2020 Q3,148.99
IP,Elmhurst,Medicaid Managed Care,VILLAGECARE MCD [3480],2018,2018 Q4,0
IP,Elmhurst,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2018,2018 Q4,-3274.76
IP,Elmhurst,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q1,-3001.83
IP,Elmhurst,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q2,-4222.92
IP,Elmhurst,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q3,-29041.4
IP,Elmhurst,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q4,-10961.63
IP,Elmhurst,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2020,2020 Q1,-6828.15
IP,Elmhurst,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2020,2020 Q3,0
IP,Elmhurst,Medicaid Managed Care,WELLCARE MCD [3520],2018,2018 Q4,-146366.58
IP,Elmhurst,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q1,-278861.98
IP,Elmhurst,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q2,-398955.88
IP,Elmhurst,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q3,-274343.47
IP,Elmhurst,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q4,-3875.99
IP,Elmhurst,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q1,-3015.89
IP,Elmhurst,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q2,125495.17
IP,Elmhurst,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q3,0
IP,Elmhurst,Medicare,MEDICARE [2000],2018,2018 Q4,-3458184.81
IP,Elmhurst,Medicare,MEDICARE [2000],2019,2019 Q1,-17114031.78
IP,Elmhurst,Medicare,MEDICARE [2000],2019,2019 Q2,-14862188.77
IP,Elmhurst,Medicare,MEDICARE [2000],2019,2019 Q3,-4179008.81
IP,Elmhurst,Medicare,MEDICARE [2000],2019,2019 Q4,60788.77
IP,Elmhurst,Medicare,MEDICARE [2000],2020,2020 Q1,-325951.21
IP,Elmhurst,Medicare,MEDICARE [2000],2020,2020 Q2,4896.68
IP,Elmhurst,Medicare,MEDICARE [2000],2020,2020 Q3,-55916.42
IP,Elmhurst,Medicare Managed Care,AARP [2540],2019,2019 Q1,0
IP,Elmhurst,Medicare Managed Care,AETNA MCR [2120],2018,2018 Q4,-64069.44
IP,Elmhurst,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q1,-318155.87
IP,Elmhurst,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q2,-362138.73
IP,Elmhurst,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q3,-282665.81
IP,Elmhurst,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q4,-31981.68
IP,Elmhurst,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q1,-41165.13
IP,Elmhurst,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q2,-15595.76
IP,Elmhurst,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q3,-60
IP,Elmhurst,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2018,2018 Q4,-5265.22
IP,Elmhurst,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q1,-43267.94
IP,Elmhurst,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q2,-3319.5
IP,Elmhurst,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q4,-1333.33
IP,Elmhurst,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2020,2020 Q2,0
IP,Elmhurst,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2020,2020 Q3,0
IP,Elmhurst,Medicare Managed Care,AGEWELL MCR [2160],2018,2018 Q4,0
IP,Elmhurst,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q1,-5017.61
IP,Elmhurst,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q2,-19701.14
IP,Elmhurst,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q3,0
IP,Elmhurst,Medicare Managed Care,AGEWELL MCR [2160],2020,2020 Q2,0
IP,Elmhurst,Medicare Managed Care,AGEWELL MCR [2160],2020,2020 Q3,0
IP,Elmhurst,Medicare Managed Care,CENTERLIGHT MCR [2220],2018,2018 Q4,-4030.05
IP,Elmhurst,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q1,-16765.25
IP,Elmhurst,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q2,-86180.9
IP,Elmhurst,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q3,-3463.71
IP,Elmhurst,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q4,-67025.34
IP,Elmhurst,Medicare Managed Care,CENTERLIGHT MCR [2220],2020,2020 Q1,0
IP,Elmhurst,Medicare Managed Care,CENTERLIGHT MCR [2220],2020,2020 Q2,-50810.92
IP,Elmhurst,Medicare Managed Care,CENTERLIGHT MCR [2220],2020,2020 Q3,0
IP,Elmhurst,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2018,2018 Q4,-2695.11
IP,Elmhurst,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2019,2019 Q1,-66494.51
IP,Elmhurst,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2019,2019 Q2,-26699.46
IP,Elmhurst,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2019,2019 Q3,0
IP,Elmhurst,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2019,2019 Q4,-2854.39
IP,Elmhurst,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2020,2020 Q1,0
IP,Elmhurst,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2020,2020 Q3,0
IP,Elmhurst,Medicare Managed Care,ELDERPLAN MCR [2260],2018,2018 Q4,-49072.67
IP,Elmhurst,Medicare Managed Care,ELDERPLAN MCR [2260],2019,2019 Q1,-389396.43
IP,Elmhurst,Medicare Managed Care,ELDERPLAN MCR [2260],2019,2019 Q2,-234008.28
IP,Elmhurst,Medicare Managed Care,ELDERPLAN MCR [2260],2019,2019 Q3,-45905.7
IP,Elmhurst,Medicare Managed Care,ELDERPLAN MCR [2260],2019,2019 Q4,-18277
IP,Elmhurst,Medicare Managed Care,ELDERPLAN MCR [2260],2020,2020 Q1,-29885.74
IP,Elmhurst,Medicare Managed Care,ELDERPLAN MCR [2260],2020,2020 Q2,0
IP,Elmhurst,Medicare Managed Care,ELDERPLAN MCR [2260],2020,2020 Q3,-213157.32
IP,Elmhurst,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2018,2018 Q4,-34535.64
IP,Elmhurst,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2019,2019 Q1,-1135130.47
IP,Elmhurst,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2019,2019 Q2,-1218829.89
IP,Elmhurst,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2019,2019 Q3,-438274.09
IP,Elmhurst,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2019,2019 Q4,-139858.72
IP,Elmhurst,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2020,2020 Q1,-118961.15
IP,Elmhurst,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2020,2020 Q2,-709990.62
IP,Elmhurst,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2020,2020 Q3,-1516
IP,Elmhurst,Medicare Managed Care,EMPIRE BCBS MCR [2500],2018,2018 Q4,-18700.11
IP,Elmhurst,Medicare Managed Care,EMPIRE BCBS MCR [2500],2019,2019 Q1,-1005572.26
IP,Elmhurst,Medicare Managed Care,EMPIRE BCBS MCR [2500],2019,2019 Q2,-934921.14
IP,Elmhurst,Medicare Managed Care,EMPIRE BCBS MCR [2500],2019,2019 Q3,-444107.69
IP,Elmhurst,Medicare Managed Care,EMPIRE BCBS MCR [2500],2019,2019 Q4,25674.52
IP,Elmhurst,Medicare Managed Care,EMPIRE BCBS MCR [2500],2020,2020 Q1,27808.82
IP,Elmhurst,Medicare Managed Care,EMPIRE BCBS MCR [2500],2020,2020 Q2,-89783.74
IP,Elmhurst,Medicare Managed Care,EMPIRE BCBS MCR [2500],2020,2020 Q3,-150
IP,Elmhurst,Medicare Managed Care,FIDELIS CARE MCR [2300],2018,2018 Q4,-17538.43
IP,Elmhurst,Medicare Managed Care,FIDELIS CARE MCR [2300],2019,2019 Q1,-689502.05
IP,Elmhurst,Medicare Managed Care,FIDELIS CARE MCR [2300],2019,2019 Q2,-496916.12
IP,Elmhurst,Medicare Managed Care,FIDELIS CARE MCR [2300],2019,2019 Q3,-246578.74
IP,Elmhurst,Medicare Managed Care,FIDELIS CARE MCR [2300],2019,2019 Q4,-8038.24
IP,Elmhurst,Medicare Managed Care,FIDELIS CARE MCR [2300],2020,2020 Q1,2637.2
IP,Elmhurst,Medicare Managed Care,FIDELIS CARE MCR [2300],2020,2020 Q2,0
IP,Elmhurst,Medicare Managed Care,FIDELIS CARE MCR [2300],2020,2020 Q3,-13136.45
IP,Elmhurst,Medicare Managed Care,GUILDNET MCR [2320],2018,2018 Q4,0
IP,Elmhurst,Medicare Managed Care,HEALTHFIRST MCR [2340],2018,2018 Q4,-514986.14
IP,Elmhurst,Medicare Managed Care,HEALTHFIRST MCR [2340],2019,2019 Q1,-3519312.98
IP,Elmhurst,Medicare Managed Care,HEALTHFIRST MCR [2340],2019,2019 Q2,-4170195.29
IP,Elmhurst,Medicare Managed Care,HEALTHFIRST MCR [2340],2019,2019 Q3,-1537366.25
IP,Elmhurst,Medicare Managed Care,HEALTHFIRST MCR [2340],2019,2019 Q4,-50602.42
IP,Elmhurst,Medicare Managed Care,HEALTHFIRST MCR [2340],2020,2020 Q1,-31034.4
IP,Elmhurst,Medicare Managed Care,HEALTHFIRST MCR [2340],2020,2020 Q2,-2774.35
IP,Elmhurst,Medicare Managed Care,HEALTHFIRST MCR [2340],2020,2020 Q3,1308.14
IP,Elmhurst,Medicare Managed Care,HUMANA MEDICARE [2101],2019,2019 Q2,-47894.88
IP,Elmhurst,Medicare Managed Care,HUMANA MEDICARE [2101],2019,2019 Q3,-100464.98
IP,Elmhurst,Medicare Managed Care,HUMANA MEDICARE [2101],2019,2019 Q4,-4170.11
IP,Elmhurst,Medicare Managed Care,HUMANA MEDICARE [2101],2020,2020 Q1,-9511.45
IP,Elmhurst,Medicare Managed Care,HUMANA MEDICARE [2101],2020,2020 Q2,0
IP,Elmhurst,Medicare Managed Care,HUMANA MEDICARE [2101],2020,2020 Q3,0
IP,Elmhurst,Medicare Managed Care,MEDICARE HMO MISC [2100],2018,2018 Q4,-3706.93
IP,Elmhurst,Medicare Managed Care,MEDICARE HMO MISC [2100],2019,2019 Q1,-64613.96
IP,Elmhurst,Medicare Managed Care,MEDICARE HMO MISC [2100],2019,2019 Q2,-79386.54
IP,Elmhurst,Medicare Managed Care,MEDICARE HMO MISC [2100],2019,2019 Q3,-81740.48
IP,Elmhurst,Medicare Managed Care,MEDICARE HMO MISC [2100],2019,2019 Q4,-114
IP,Elmhurst,Medicare Managed Care,MEDICARE HMO MISC [2100],2020,2020 Q1,-30755.68
IP,Elmhurst,Medicare Managed Care,MEDICARE HMO MISC [2100],2020,2020 Q2,0
IP,Elmhurst,Medicare Managed Care,MEDICARE HMO MISC [2100],2020,2020 Q3,-13781.95
IP,Elmhurst,Medicare Managed Care,METROPLUS MCR [1101],2018,2018 Q4,-40577.62
IP,Elmhurst,Medicare Managed Care,METROPLUS MCR [1101],2019,2019 Q1,-784917.06
IP,Elmhurst,Medicare Managed Care,METROPLUS MCR [1101],2019,2019 Q2,-782878.43
IP,Elmhurst,Medicare Managed Care,METROPLUS MCR [1101],2019,2019 Q3,-180467.8
IP,Elmhurst,Medicare Managed Care,METROPLUS MCR [1101],2019,2019 Q4,15053.52
IP,Elmhurst,Medicare Managed Care,METROPLUS MCR [1101],2020,2020 Q1,0
IP,Elmhurst,Medicare Managed Care,METROPLUS MCR [1101],2020,2020 Q2,88281.8
IP,Elmhurst,Medicare Managed Care,METROPLUS MCR [1101],2020,2020 Q3,0
IP,Elmhurst,Medicare Managed Care,MVP MCR [2490],2018,2018 Q4,0
IP,Elmhurst,Medicare Managed Care,MVP MCR [2490],2019,2019 Q1,0
IP,Elmhurst,Medicare Managed Care,RIVERSPRING MCR [2430],2018,2018 Q4,0
IP,Elmhurst,Medicare Managed Care,RIVERSPRING MCR [2430],2019,2019 Q1,-2193.5
IP,Elmhurst,Medicare Managed Care,RIVERSPRING MCR [2430],2019,2019 Q2,-36472.79
IP,Elmhurst,Medicare Managed Care,SENIOR WHOLE HEALTH MCR [2400],2019,2019 Q1,-1788.93
IP,Elmhurst,Medicare Managed Care,SENIOR WHOLE HEALTH MCR [2400],2019,2019 Q2,-53642.23
IP,Elmhurst,Medicare Managed Care,SENIOR WHOLE HEALTH MCR [2400],2019,2019 Q3,-23200.66
IP,Elmhurst,Medicare Managed Care,UHC OXFORD MCR [2450],2018,2018 Q4,0
IP,Elmhurst,Medicare Managed Care,UHC OXFORD MCR [2450],2019,2019 Q1,-106899.43
IP,Elmhurst,Medicare Managed Care,UHC OXFORD MCR [2450],2019,2019 Q2,-254408.36
IP,Elmhurst,Medicare Managed Care,UHC OXFORD MCR [2450],2019,2019 Q3,-30186.86
IP,Elmhurst,Medicare Managed Care,UHC OXFORD MCR [2450],2019,2019 Q4,-1272.8
IP,Elmhurst,Medicare Managed Care,UHC OXFORD MCR [2450],2020,2020 Q1,87.88
IP,Elmhurst,Medicare Managed Care,UHC OXFORD MCR [2450],2020,2020 Q2,0
IP,Elmhurst,Medicare Managed Care,UHC OXFORD MCR [2450],2020,2020 Q3,0
IP,Elmhurst,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2018,2018 Q4,-247543.56
IP,Elmhurst,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2019,2019 Q1,-1957451.45
IP,Elmhurst,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2019,2019 Q2,-4451206.94
IP,Elmhurst,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2019,2019 Q3,-1851565.59
IP,Elmhurst,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2019,2019 Q4,-95903.97
IP,Elmhurst,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2020,2020 Q1,26107.06
IP,Elmhurst,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2020,2020 Q2,10396.93
IP,Elmhurst,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2020,2020 Q3,-875.84
IP,Elmhurst,Medicare Managed Care,VILLAGECARE MCR [2440],2018,2018 Q4,0
IP,Elmhurst,Medicare Managed Care,VILLAGECARE MCR [2440],2019,2019 Q1,-84467.87
IP,Elmhurst,Medicare Managed Care,VILLAGECARE MCR [2440],2019,2019 Q2,-105672.32
IP,Elmhurst,Medicare Managed Care,VILLAGECARE MCR [2440],2019,2019 Q3,-35381.95
IP,Elmhurst,Medicare Managed Care,VILLAGECARE MCR [2440],2020,2020 Q1,0
IP,Elmhurst,Medicare Managed Care,VNSNY CHOICE MCR [2460],2018,2018 Q4,-30604.14
IP,Elmhurst,Medicare Managed Care,VNSNY CHOICE MCR [2460],2019,2019 Q1,-230007.7
IP,Elmhurst,Medicare Managed Care,VNSNY CHOICE MCR [2460],2019,2019 Q2,-200296.08
IP,Elmhurst,Medicare Managed Care,VNSNY CHOICE MCR [2460],2019,2019 Q3,-15740.06
IP,Elmhurst,Medicare Managed Care,VNSNY CHOICE MCR [2460],2019,2019 Q4,0
IP,Elmhurst,Medicare Managed Care,VNSNY CHOICE MCR [2460],2020,2020 Q1,16205.47
IP,Elmhurst,Medicare Managed Care,VNSNY CHOICE MCR [2460],2020,2020 Q2,-38224.92
IP,Elmhurst,Medicare Managed Care,WELLCARE MCR [2480],2018,2018 Q4,-197242.75
IP,Elmhurst,Medicare Managed Care,WELLCARE MCR [2480],2019,2019 Q1,-721485.8
IP,Elmhurst,Medicare Managed Care,WELLCARE MCR [2480],2019,2019 Q2,-475378.94
IP,Elmhurst,Medicare Managed Care,WELLCARE MCR [2480],2019,2019 Q3,-238102.19
IP,Elmhurst,Medicare Managed Care,WELLCARE MCR [2480],2019,2019 Q4,-71258.93
IP,Elmhurst,Medicare Managed Care,WELLCARE MCR [2480],2020,2020 Q1,-3526.42
IP,Elmhurst,Medicare Managed Care,WELLCARE MCR [2480],2020,2020 Q2,12679.53
IP,Elmhurst,Medicare Managed Care,WELLCARE MCR [2480],2020,2020 Q3,0
IP,Elmhurst,No Fault,ALLSTATE INSURANCE [7020],2018,2018 Q4,0
IP,Elmhurst,No Fault,ALLSTATE INSURANCE [7020],2019,2019 Q1,-72177.27
IP,Elmhurst,No Fault,ALLSTATE INSURANCE [7020],2019,2019 Q2,-21636.79
IP,Elmhurst,No Fault,ALLSTATE INSURANCE [7020],2019,2019 Q3,-81667.78
IP,Elmhurst,No Fault,ALLSTATE INSURANCE [7020],2019,2019 Q4,-267737.79
IP,Elmhurst,No Fault,ALLSTATE INSURANCE [7020],2020,2020 Q1,0
IP,Elmhurst,No Fault,AMERICAN TRANSIT [7040],2019,2019 Q1,0
IP,Elmhurst,No Fault,AMERICAN TRANSIT [7040],2019,2019 Q2,0
IP,Elmhurst,No Fault,AMERICAN TRANSIT [7040],2019,2019 Q3,-23931.85
IP,Elmhurst,No Fault,AMERICAN TRANSIT [7040],2019,2019 Q4,-36192.62
IP,Elmhurst,No Fault,AMERICAN TRANSIT [7040],2020,2020 Q1,0
IP,Elmhurst,No Fault,AMERICAN TRANSIT [7040],2020,2020 Q3,0
IP,Elmhurst,No Fault,COUNTRY-WIDE INSURANCE [7320],2019,2019 Q1,-11552.99
IP,Elmhurst,No Fault,COUNTRY-WIDE INSURANCE [7320],2019,2019 Q2,0
IP,Elmhurst,No Fault,GEICO INSURANCE [7060],2018,2018 Q4,0
IP,Elmhurst,No Fault,GEICO INSURANCE [7060],2019,2019 Q1,-226673.95
IP,Elmhurst,No Fault,GEICO INSURANCE [7060],2019,2019 Q2,-189444.05
IP,Elmhurst,No Fault,GEICO INSURANCE [7060],2019,2019 Q3,-294400.59
IP,Elmhurst,No Fault,GEICO INSURANCE [7060],2019,2019 Q4,-159644.7
IP,Elmhurst,No Fault,GEICO INSURANCE [7060],2020,2020 Q1,-11262.9
IP,Elmhurst,No Fault,GEICO INSURANCE [7060],2020,2020 Q2,-16867.76
IP,Elmhurst,No Fault,GEICO INSURANCE [7060],2020,2020 Q3,-2814.79
IP,Elmhurst,No Fault,HARTFORD [7340],2019,2019 Q1,-11153.99
IP,Elmhurst,No Fault,HARTFORD [7340],2019,2019 Q3,0
IP,Elmhurst,No Fault,HEREFORD [7350],2019,2019 Q1,0
IP,Elmhurst,No Fault,HEREFORD [7350],2019,2019 Q2,0
IP,Elmhurst,No Fault,HEREFORD [7350],2019,2019 Q3,-22248.35
IP,Elmhurst,No Fault,HEREFORD [7350],2019,2019 Q4,-50000
IP,Elmhurst,No Fault,HEREFORD [7350],2020,2020 Q1,0
IP,Elmhurst,No Fault,LIBERTY MUTUAL [7310],2018,2018 Q4,0
IP,Elmhurst,No Fault,LIBERTY MUTUAL [7310],2019,2019 Q1,0
IP,Elmhurst,No Fault,LIBERTY MUTUAL [7310],2019,2019 Q3,-21605.2
IP,Elmhurst,No Fault,MVAIC [7080],2018,2018 Q4,0
IP,Elmhurst,No Fault,MVAIC [7080],2019,2019 Q1,-9413.54
IP,Elmhurst,No Fault,MVAIC [7080],2019,2019 Q2,0
IP,Elmhurst,No Fault,MVAIC [7080],2019,2019 Q3,-21605.2
IP,Elmhurst,No Fault,MVAIC [7080],2019,2019 Q4,0
IP,Elmhurst,No Fault,NO FAULT MISC [7000],2018,2018 Q4,0
IP,Elmhurst,No Fault,NO FAULT MISC [7000],2019,2019 Q1,-143211.74
IP,Elmhurst,No Fault,NO FAULT MISC [7000],2019,2019 Q2,-108445.98
IP,Elmhurst,No Fault,NO FAULT MISC [7000],2019,2019 Q3,-171457.06
IP,Elmhurst,No Fault,NO FAULT MISC [7000],2019,2019 Q4,-153573.62
IP,Elmhurst,No Fault,NO FAULT MISC [7000],2020,2020 Q1,-418302.62
IP,Elmhurst,No Fault,NO FAULT MISC [7000],2020,2020 Q2,-202642.92
IP,Elmhurst,No Fault,NO FAULT MISC [7000],2020,2020 Q3,-41737.65
IP,Elmhurst,No Fault,PROGRESSIVE INS [7200],2018,2018 Q4,0
IP,Elmhurst,No Fault,PROGRESSIVE INS [7200],2019,2019 Q1,-77125.72
IP,Elmhurst,No Fault,PROGRESSIVE INS [7200],2019,2019 Q2,-72068.97
IP,Elmhurst,No Fault,PROGRESSIVE INS [7200],2019,2019 Q3,-47159.28
IP,Elmhurst,No Fault,PROGRESSIVE INS [7200],2019,2019 Q4,32169.7
IP,Elmhurst,No Fault,PROGRESSIVE INS [7200],2020,2020 Q1,0
IP,Elmhurst,No Fault,PROGRESSIVE INS [7200],2020,2020 Q2,0
IP,Elmhurst,No Fault,STATE FARM MUTUAL [7300],2018,2018 Q4,0
IP,Elmhurst,No Fault,STATE FARM MUTUAL [7300],2019,2019 Q1,-103065.08
IP,Elmhurst,No Fault,STATE FARM MUTUAL [7300],2019,2019 Q2,-22702.17
IP,Elmhurst,No Fault,STATE FARM MUTUAL [7300],2019,2019 Q3,-7650.28
IP,Elmhurst,No Fault,STATE FARM MUTUAL [7300],2019,2019 Q4,8211.53
IP,Elmhurst,No Fault,STATE FARM MUTUAL [7300],2020,2020 Q1,0
IP,Elmhurst,No Fault,STATE FARM MUTUAL [7300],2020,2020 Q2,0
IP,Elmhurst,No Fault,TRAVELERS NO FAULT [7330],2020,2020 Q1,0
IP,Elmhurst,No Fault,TRAVELERS NO FAULT [7330],2020,2020 Q2,-12551.37
IP,Elmhurst,Other Government,CRIME VICTIMS [9090],2018,2018 Q4,0
IP,Elmhurst,Other Government,CRIME VICTIMS [9090],2019,2019 Q1,0
IP,Elmhurst,Other Government,CRIME VICTIMS [9090],2019,2019 Q2,0
IP,Elmhurst,Other Government,CRIME VICTIMS [9090],2020,2020 Q1,0
IP,Elmhurst,Other Government,CRIME VICTIMS [9090],2020,2020 Q3,-13344.67
IP,Elmhurst,Other Government,NEW YORK CITY PRISONER [5183],2019,2019 Q1,0
IP,Elmhurst,Other Government,NEW YORK CITY PRISONER [5183],2019,2019 Q2,-18327.13
IP,Elmhurst,Other Government,NEW YORK CITY PRISONER [5183],2019,2019 Q3,72667.51
IP,Elmhurst,Other Government,NEW YORK CITY PRISONER [5183],2019,2019 Q4,1086
IP,Elmhurst,Other Government,NEW YORK CITY PRISONER [5183],2020,2020 Q1,0
IP,Elmhurst,Other Government,NEW YORK CITY PRISONER [5183],2020,2020 Q2,0
IP,Elmhurst,Other Government,NEW YORK CITY PRISONER [5183],2020,2020 Q3,0
IP,Elmhurst,Other Government,NEW YORK STATE PRISONER [5181],2019,2019 Q2,0
IP,Elmhurst,Other Government,NEW YORK STATE PRISONER [5181],2019,2019 Q4,0
IP,Elmhurst,Other Government,NYSDOH UCP [5180],2018,2018 Q4,0
IP,Elmhurst,Other Government,NYSDOH UCP [5180],2019,2019 Q1,0
IP,Elmhurst,Other Government,NYSDOH UCP [5180],2019,2019 Q2,0
IP,Elmhurst,Other Government,NYSDOH UCP [5180],2019,2019 Q4,0
IP,Elmhurst,Other Government,NYSDOH UCP [5180],2020,2020 Q1,0
IP,Elmhurst,Other Government,NYSDOH UCP [5180],2020,2020 Q2,0
IP,Elmhurst,Other Government,NYSDOH UCP [5180],2020,2020 Q3,0
IP,Elmhurst,Other Government,OTHER GOV MISC [5001],2018,2018 Q4,0
IP,Elmhurst,Other Government,OTHER GOV MISC [5001],2019,2019 Q1,0
IP,Elmhurst,Other Government,OTHER GOV MISC [5001],2019,2019 Q2,-55864.51
IP,Elmhurst,Other Government,OTHER GOV MISC [5001],2019,2019 Q3,0
IP,Elmhurst,Other Government,OTHER GOV MISC [5001],2020,2020 Q2,0
IP,Elmhurst,Other Government,OTHER GOV MISC [5001],2020,2020 Q3,0
IP,Elmhurst,Other Government,VETERANS ADMINISTRATION [9070],2018,2018 Q4,0
IP,Elmhurst,Other Government,VETERANS ADMINISTRATION [9070],2019,2019 Q1,0
IP,Elmhurst,Other Government,VETERANS ADMINISTRATION [9070],2019,2019 Q2,0
IP,Elmhurst,Other Government,VETERANS ADMINISTRATION [9070],2019,2019 Q3,0
IP,Elmhurst,Other Government,VETERANS ADMINISTRATION [9070],2019,2019 Q4,0
IP,Elmhurst,Other Government,VETERANS ADMINISTRATION [9070],2020,2020 Q1,2637.07
IP,Elmhurst,Other Government,VETERANS ADMINISTRATION [9070],2020,2020 Q2,-71298.83
IP,Elmhurst,Other Government,VETERANS ADMINISTRATION [9070],2020,2020 Q3,-76016.72
IP,Elmhurst,Other Government,WORLD TRADE CENTER [6020],2019,2019 Q2,0
IP,Elmhurst,Self-pay,Self-pay,2018,2018 Q4,-473
IP,Elmhurst,Self-pay,Self-pay,2019,2019 Q1,-30608.87
IP,Elmhurst,Self-pay,Self-pay,2019,2019 Q2,-44529.32
IP,Elmhurst,Self-pay,Self-pay,2019,2019 Q3,-10819.45
IP,Elmhurst,Self-pay,Self-pay,2019,2019 Q4,-10174.29
IP,Elmhurst,Self-pay,Self-pay,2020,2020 Q1,-9350.69
IP,Elmhurst,Self-pay,Self-pay,2020,2020 Q2,-13527.97
IP,Elmhurst,Self-pay,Self-pay,2020,2020 Q3,-1359.07
IP,Elmhurst,Worker's Comp,AMTRUST NORTH AMERICA [8061],2019,2019 Q1,0
IP,Elmhurst,Worker's Comp,GALLAGHER BASSETT SERVICE [8066],2019,2019 Q3,0
IP,Elmhurst,Worker's Comp,HARTFORD INSURANCE [8068],2019,2019 Q1,0
IP,Elmhurst,Worker's Comp,NYC UNIFORMED SANITATION  [3084010],2019,2019 Q4,0
IP,Elmhurst,Worker's Comp,SEDGWICK CLAIM [8067],2019,2019 Q3,0
IP,Elmhurst,Worker's Comp,STATE INSURANCE FND [8020],2018,2018 Q4,0
IP,Elmhurst,Worker's Comp,STATE INSURANCE FND [8020],2019,2019 Q1,0
IP,Elmhurst,Worker's Comp,STATE INSURANCE FND [8020],2019,2019 Q2,-15570.46
IP,Elmhurst,Worker's Comp,STATE INSURANCE FND [8020],2019,2019 Q3,0
IP,Elmhurst,Worker's Comp,STATE INSURANCE FND [8020],2019,2019 Q4,0
IP,Elmhurst,Worker's Comp,STATE INSURANCE FND [8020],2020,2020 Q1,-27946.64
IP,Elmhurst,Worker's Comp,STATE INSURANCE FND [8020],2020,2020 Q2,-11892.21
IP,Elmhurst,Worker's Comp,TRAVELERS WORKERS COMP [8040],2019,2019 Q1,0
IP,Elmhurst,Worker's Comp,WORKER'S COMP BOARD [8063],2018,2018 Q4,0
IP,Elmhurst,Worker's Comp,WORKER'S COMP BOARD [8063],2019,2019 Q1,0
IP,Elmhurst,Worker's Comp,WORKER'S COMP BOARD [8063],2019,2019 Q2,0
IP,Elmhurst,Worker's Comp,WORKER'S COMP BOARD [8063],2019,2019 Q3,0
IP,Elmhurst,Worker's Comp,WORKERS COMP MISC [8000],2018,2018 Q4,0
